id,powerID,name,description,rarity,image
Addon_K22Power_9,Item_Slasher_K22Power,Baby Teeth,Two teeth that Victor lost long ago. They’re unusually sharp.<br><br>Crushing <b>Victor</b> when attached inflicts <b>Blindness</b> for <b>30 seconds</b>.<br><br>Blindness prevents Survivors from seeing auras.,Uncommon,images/ItemAddons/Aurora/iconAddon_babyTeeth.png
Addon_K24Power,Item_Slasher_K24Power,Damaged Syringe,Medical equipment that fared poorly during the chaos that overwhelmed Raccoon City.<b>Increases</b> time it takes Survivors to use a Vaccine by <b>2 seconds</b>.<b>Increases</b> length of Killer Instinct when Survivors use a Vaccine by <b>1.5 seconds</b>.,Common,images/ItemAddons/Eclipse/iconAddon_damagedSyringe.png
Addon_K24Power_10,Item_Slasher_K24Power,Tyrant Gore,A damaged sample from a T-002 Tyrant that died in combat. There are signs of severe burns.<b>Increases</b> mutation rate when destroying zombies with <b>Tentacle Strike</b> by <b>50%</b>.<b>Decreases</b> zombie respawn time by <b>5 seconds</b>.,Rare,images/ItemAddons/Eclipse/iconAddon_tyrantGore.png
Addon_K24Power_11,Item_Slasher_K24Power,Serotonin Injector,"A hormone that slightly relaxes the user for when stealth is required.Grants <b>Undetectable</b> for <b>15 seconds</b> when a zombie is destroyed.<br><br>Undetectable hides the Killer's aura, Terror Radius, and Red Stain.",Rare,images/ItemAddons/Eclipse/iconAddon_serotoninInjector.png
Addon_K24Power_12,Item_Slasher_K24Power,T-Virus Sample,"A sample of the T-Virus developed by Umbrella Corporation, it causes extreme mutations and brain damage in its subjects.<b>Increases</b> mutation rate when destroying zombies with <b>Tentacle Strike</b> by <b>100%</b>.",Rare,images/ItemAddons/Eclipse/iconAddon_TVirusSample.png
Addon_K24Power_13,Item_Slasher_K24Power,Plant 43 Vines,"The tangled remnants of a plant infected with the T-Virus, it killed one of the researchers who developed it.<b>Increases</b> time required for Survivors to open Supply Cases by <b>4 seconds</b>.",Rare,images/ItemAddons/Eclipse/iconAddon_plant43Vines.png
Addon_K24Power_14,Item_Slasher_K24Power,Licker Tongue,A sticky prehensile tongue that easily wraps around anything it touches.Survivors are <b>Hindered</b> for an extra <b>0.2 seconds</b> after being Contaminated.<br><br>Hindered reduces Survivor movement speed.,Rare,images/ItemAddons/Eclipse/iconAddon_lickerTongue.png
Addon_K24Power_15,Item_Slasher_K24Power,NE-α Parasite,"A parasite used in the development of Nemesis T-Types, it’s capable of hijacking its host’s brain.Becoming Contaminated inflicts <b>Oblivious</b> for <b>60 seconds</b>, or until the Survivor receives a Vaccine.<br><br>Oblivious prevents Survivors from hearing or being affected by the Killer's Terror Radius.",Very Rare,images/ItemAddons/Eclipse/iconAddon_neaParasite.png
Addon_K24Power_16,Item_Slasher_K24Power,Jill’s Sandwich,"It’s tragically squished and dripping with blood from a recent battle. Despite that, it has a delicious aroma that can’t be missed.Reveals a Survivor's aura for <b>12 seconds</b> after they unlock a Supply Case.",Very Rare,images/ItemAddons/Eclipse/iconAddon_jillSandwich.png
Addon_K24Power_17,Item_Slasher_K24Power,Broken Recovery Coin,A coin depicting a bird framed by a laurel wreath. It’s broken in half.Removes <b>1</b> Supply Case from the trial.,Very Rare,images/ItemAddons/Eclipse/iconAddon_brokenRecoveryCoin.png
Addon_K24Power_18,Item_Slasher_K24Power,Depleted Ink Ribbon,Who will save them now? There’s something about this ink ribbon being dry that energizes zombies.<b>Decreases</b> zombie respawn time by <b>5 seconds</b>.<b>Increases</b> zombie movement speed by <b>50%</b>.Any zombies destroyed after all generators are repaired will respawn in an exit area.,Very Rare,images/ItemAddons/Eclipse/iconAddon_depletedInkRibbon.png
Addon_K24Power_19,Item_Slasher_K24Power,Shattered S.T.A.R.S. Badge,"A symbol of hope for Raccoon City, utterly destroyed.<b>Increases</b> Zombie movement speed by <b>150%</b> for <b>60 seconds</b> after a generator is repaired.",Ultra Rare,images/ItemAddons/Eclipse/iconAddon_shatteredStarsBadge.png
Addon_K24Power_2,Item_Slasher_K24Power,Brian’s Intestine,"The small intestine of Brian Irons, chief of the RPD. It's an appetizing sight for zombies.<b>Increases</b> zombie movement speed by <b>25%</b>.",Common,images/ItemAddons/Eclipse/iconAddon_briansIntestines.png
Addon_K24Power_20,Item_Slasher_K24Power,Iridescent Umbrella Badge,A glass-like badge molded from The Fog itself. It represents a corporation that pushed far beyond ethical and humane science.Survivors are inflicted with <b>Exposed</b> for <b>60 seconds</b> when using a Vaccine.<br><br>Exposed Survivors will be downed by basic attacks even if uninjured.,Ultra Rare,images/ItemAddons/Eclipse/iconAddon_iridescentUmbrellaBadge.png
Addon_K24Power_3,Item_Slasher_K24Power,Visitor Wristband,An electronic Umbrella wristband for visitors to the facility. It also doubles as a tracking device.<b>Increases</b> zombie detection range by <b>2 meters</b> and field of view by <b>10 degrees</b>.,Common,images/ItemAddons/Eclipse/iconAddon_visitorWristband.png
Addon_K24Power_4,Item_Slasher_K24Power,S.T.A.R.S. Field Combat Manual,A manual of compiled S.T.A.R.S. close-range combat knowledge. Edited by Chris Redfield.Zombies’ auras turn yellow for <b>6 seconds</b> after hitting a Survivor.,Common,images/ItemAddons/Eclipse/iconAddon_starsFieldCombatManual.png
Addon_K24Power_5,Item_Slasher_K24Power,Marvin’s Blood,The contaminated blood of a Raccoon City police officer.<b>Increases</b> mutation rate when hitting Survivors with <b>Tentacle Strike</b> by <b>25%</b>.,Uncommon,images/ItemAddons/Eclipse/iconAddon_marvinsBlood.png
Addon_K24Power_6,Item_Slasher_K24Power,Adrenaline Injector,A hormone that heightens senses and prepares the body to fight.<b>Increases</b> length of Killer Instinct when Survivors use a Vaccine by <b>3 seconds</b>.,Uncommon,images/ItemAddons/Eclipse/iconAddon_adrenalineInjector.png
Addon_K24Power_7,Item_Slasher_K24Power,Mikhail’s Eye,"While little was left of Mikhail, his left eyeball survived the blast that killed him. It remains a tasty treat for zombies.<b>Increases</b> zombie movement speed by <b>35%</b>.",Uncommon,images/ItemAddons/Eclipse/iconAddon_mikhailsEye.png
Addon_K24Power_8,Item_Slasher_K24Power,Zombie Heart,The heart of an eviscerated zombie. It’s considered hazardous waste as it’s certainly teeming with viruses.<b>Increases</b> mutation rate when destroying zombies with <b>Tentacle Strike</b> by <b>50%</b>.,Uncommon,images/ItemAddons/Eclipse/iconAddon_zombieHeart.png
Addon_K24Power_9,Item_Slasher_K24Power,Admin Wristband,"An electronic Umbrella wristband for administrators of the facility. While allowing access to secure areas, it also doubles as a tracking device.<b>Increases</b> zombie detection range by <b>4 meters</b> and field of view by <b>18 degrees</b>.",Uncommon,images/ItemAddons/Eclipse/iconAddon_adminWristband.png
Addon_K25Power,Item_Slasher_K25Power,Larry’s Blood,"The blood of Larry Cotton, which partially resurrected his brother Frank.<br><br><b>Increases</b> the possessed chain's maximum travel distance by <b>4 meters</b>.",Rare,images/ItemAddons/Gemini/iconAddon_larrysBlood.png
Addon_K25Power_01,Item_Slasher_K25Power,Bent&nbsp;Nail,"A simple nail that cut deep into Larry Cotton’s hand. Though the damage was superficial, it set into motion a horrifying set of events.<br><br>Gain <b>100%</b> bonus Bloodpoints when binding a Survivor with a possessed chain.When hitting a Survivor with a possessed chain, only <b>1</b> additional chain will spawn.",Common,images/ItemAddons/Gemini/iconAddon_bentNail.png
Addon_K25Power_02,Item_Slasher_K25Power,Lively Crickets,Insects which scarcely avoided being eaten by a mysterious drifter.<br><br><b>Increases</b> turn rate of possessed chains by <b>10%</b>.,Common,images/ItemAddons/Gemini/iconAddon_livelyCrickets.png
Addon_K25Power_03,Item_Slasher_K25Power,Burning Candle,A candle lit by Frank Cotton during a fatal summoning ceremony.<br><br><b>Decreases</b> the time for Chain Hunts to activate by <b>3 seconds</b>.,Common,images/ItemAddons/Gemini/iconAddon_burningCandle.png
Addon_K25Power_04,Item_Slasher_K25Power,Leather Strip,"Leather strips torn from a cenobite’s uniform, allowing for the mutilation of exposed flesh.<br><br><b>Decreases Summons of Pain</b>’s cooldown time after possessing a chain by <b>3%</b>.",Common,images/ItemAddons/Gemini/iconAddon_leatherStrip.png
Addon_K25Power_05,Item_Slasher_K25Power,Wriggling Maggots,Larvae that poured from the mouth of a corpse hidden in the Cotton household.<br><br><b>Increases</b> turn rate of possessed chains by <b>15%</b>.,Uncommon,images/ItemAddons/Gemini/iconAddon_wrigglingMaggots.png
Addon_K25Power_06,Item_Slasher_K25Power,Spoiled&nbsp;Meal,"A pile of mold, feasted on by a cockroach. Perhaps a sign of Frank Cotton’s mysterious disappearance...<br><br><b>Increases</b> the possessed chain’s maximum travel distance by <b>2 meters</b>.",Uncommon,images/ItemAddons/Gemini/iconAddon_spoiledMeal.png
Addon_K25Power_07,Item_Slasher_K25Power,Skewered Rat,A crude solution for the Cotton home’s rat problem.<br><br><b>Decreases Summons of Pain</b>’s cooldown time after possessing a chain by <b>9%</b>.,Uncommon,images/ItemAddons/Gemini/iconAddon_skeweredRat.png
Addon_K25Power_08,Item_Slasher_K25Power,Flickering Television,A television that acted strangely upon the arrival of the cenobites.<br><br><b>Increases</b> the maximum casting range of the gateway by <b>4 meters</b>.,Uncommon,images/ItemAddons/Gemini/iconAddon_flickeringTelevision.png
Addon_K25Power_09,Item_Slasher_K25Power,Liquified Gore,The result of summoning the cenobites. There’s no telling what part of the human body this belonged to.<br><br><b>Increases</b> the time it takes Survivors to solve the Lament Configuration by <b>1 second</b>.,Uncommon,images/ItemAddons/Gemini/iconAddon_liquifiedGore.png
Addon_K25Power_11,Item_Slasher_K25Power,Torture Pillar,A dangling slab covered in the gore of past victims.<br><br><b>Decreases</b> the time for Chain Hunts to activate by <b>6 seconds</b>.,Rare,images/ItemAddons/Gemini/iconAddon_torturePillar.png
Addon_K25Power_12,Item_Slasher_K25Power,Frank’s Heart,"The beating heart of Frank, given life from his brother’s blood.<br><br><b>Increases</b> the maximum casting range of the gateway by <b>8 meters</b>.",Rare,images/ItemAddons/Gemini/iconAddon_franksHeart.png
Addon_K25Power_13,Item_Slasher_K25Power,Larry’s Remains,"The skeletal remains of Larry Cotton, covered in a thick, sticky layer of blood.<br><br><b>Increases</b> the time it takes Survivors to solve the Lament Configuration by <b>2 seconds</b>.",Rare,images/ItemAddons/Gemini/iconAddon_larrysRemains.png
Addon_K25Power_14,Item_Slasher_K25Power,Slice of&nbsp;Frank,A slab of Frank’s face after his torture at the hand of the cenobites.<br><br>Survivors carrying the Lament Configuration are inflicted with <b>Exhausted</b>.<br><br>Exhausted prevents Survivors from activating exhausting perks.,Rare,images/ItemAddons/Gemini/iconAddon_sliceofFrank.png
Addon_K25Power_15,Item_Slasher_K25Power,Greasy Black Lens,A lens from the sunglasses of an obese cenobite whose fleshy rolls droop down his face and neck.<br><br>Survivors hit by a possessed chain are revealed for <b>6 seconds</b>.,Very Rare,images/ItemAddons/Gemini/iconAddon_greasyBlackLens.png
Addon_K25Power_17,Item_Slasher_K25Power,Impaling Wire,"A wire that pierces the cheeks of a cenobite, while revealing the gaping wound on her neck.<br><br>When a Survivor uses the environment to break a chain, an additional chain will target them.",Very Rare,images/ItemAddons/Gemini/iconAddon_impalingWire.png
Addon_K25Power_18,Item_Slasher_K25Power,Chatterer’s Tooth,"A fragment from a cenobite whose mouth chatters endlessly. This tooth, having broken from his jaw, is finally silent.<br><br>Reveal the Lament Configuration.Picking up the Lament Configuration deactivates Chain Hunts.Gain the <b>Undetectable</b> status effect for <b>25 seconds</b> after picking up the Lament Configuration.<br><br>Undetectable hides the Killer's aura, Terror Radius and Red Stain.",Very Rare,images/ItemAddons/Gemini/iconAddon_chatterersTooth.png
Addon_K25Power_19,Item_Slasher_K25Power,Engineer’s Fang,"A sharp tooth from the maw of a fleshy, scorpion-like creature, known to accompany cenobites on their grim undertakings.<br><br>Possessed chains injure healthy Survivors, but do not bind them or spawn additional chains.<b>Increases</b> the time to close the gateway after hitting a healthy Survivor with a possessed chain by <b>50%</b>.When hitting an injured Survivor with a possessed chain, only 1 additional chain will spawn.",Ultra Rare,images/ItemAddons/Gemini/iconAddon_engineersFang.png
Addon_K25Power_20,Item_Slasher_K25Power,Iridescent Lament Configuration,"A glass-like puzzle box molded from The Fog itself. This replica differs from the original, providing altogether new powers.<br><br>When a Chain Hunt is inactive, Survivors beyond <b>24 meters</b> of the Lament Configuration cannot see its aura.",Ultra Rare,images/ItemAddons/Gemini/iconAddon_iridescentLamentConfiguration.png
Addon_K26Power,Item_Slasher_K26Power,Charcoal Stick,A stick of charcoal that conceals anything it rubs over.<br><br>The <b>Dire Crow's</b> aura is no longer visible when in flight.The <b>Dire Crow's</b> aura is visible for <b>0.5 seconds</b> when summoned.,Rare,images/ItemAddons/Ion/iconAddon_CharcoalStick.png
Addon_K26Power_01,Item_Slasher_K26Power,Oil Paints,"There's little left but a few globs of black and gray, yet Carmina could paint an expansive landscape with them.<br><br><b>Increases</b> the <b>Dire Crow's</b> Killer Instinct detection range by <b>1.5 meters</b>.<br><br>Killer Instinct intermittently reveals the location of Survivors.",Common,images/ItemAddons/Ion/iconAddon_OilPaints.png
Addon_K26Power_02,Item_Slasher_K26Power,Vibrant Obituary,"Scrap newspaper, speckled with bright, eye-catching paint. It seems tragedy is a daily thing.<br><br><b>Increases</b> the length of time a <b>Dire Crow's</b> Killer Instinct reveals Survivors by <b>1.5 seconds</b>.<br><br>Killer Instinct intermittently reveals the location of Survivors.",Common,images/ItemAddons/Ion/iconAddon_VibrantObituary.png
Addon_K26Power_03,Item_Slasher_K26Power,Thick Tar,"Sticky, viscous sludge that Carmina used for an experimental piece. Once it sticks to skin, it's nearly impossible to get off.<br><br><b>Increases</b> the time for Survivors to repel a <b>Dire Crow</b> swarm by <b>0.5 seconds</b>.",Common,images/ItemAddons/Ion/iconAddon_ThickTar.png
Addon_K26Power_04,Item_Slasher_K26Power,Choclo Corn,A type of corn common in South America. A few kernels are reason enough for a crow to stop for a snack.<br><br><b>Increases</b> the time <b>Dire Crows</b> stay idle for before&nbsp;disintegrating by <b>2 seconds</b>.,Common,images/ItemAddons/Ion/iconAddon_ChocloCorn.png
Addon_K26Power_05,Item_Slasher_K26Power,Automatic Drawing,An experimental drawing Carmina made without conscious planning. Do not think—act.<br><br><b>Decreases Birds of Torment</b> cooldown time&nbsp;by <b>1.5 seconds</b> after a&nbsp;<b>Dire&nbsp;Crow</b>&nbsp;disintegrates from inactivity.,Uncommon,images/ItemAddons/Ion/iconAddon_AutomaticDrawing.png
Addon_K26Power_06,Item_Slasher_K26Power,Festering Carrion,"A stomach-churning pile of meat and guts, yet it attracts hungry crows craving a bite.<br><br><b>Decreases Birds of Torment</b> cooldown time by <b>0.5 seconds</b> after&nbsp;a <b>Dire Crow</b> takes flight.",Uncommon,images/ItemAddons/Ion/iconAddon_FesteringCarrion.png
Addon_K26Power_07,Item_Slasher_K26Power,Velvet Fabric,"A striking red fabric Carmina used on an art project. Its brightness contrasted against black feathers.<br><br>When a Survivor attempts to repel a <b>Dire Crow</b> swarm, the swarm's aura remains visible for an additional <b>1.5 seconds</b>.",Uncommon,images/ItemAddons/Ion/iconAddon_VelvetFabric.png
