id,survivorID,killerID,outfitID,name,description,role,type,collection,rarity,purchasable,image
GS_Legs01_CV02,10,,Kate_outfit_006,Ripped Jorts (Dark Burgundy),,Survivor,Legs,Kate Essentials,Common,1,images/Customization/Kate/GS_Legs01_CV02.png
GS_Legs01_CV04,10,,Kate_outfit_007,Ripped Jorts (Light Gray),,Survivor,Legs,Kate Essentials,Common,1,images/Customization/Kate/GS_Legs01_CV04.png
GS_Legs01_CV05,10,,Kate_outfit_008,Ripped Jorts (Dark Olive Green),,Survivor,Legs,Kate Essentials,Common,1,images/Customization/Kate/GS_Legs01_CV05.png
GS_Legs01_CV06,10,,Kate_outfit_009,Ripped Jorts (Dark Red),,Survivor,Legs,Kate Essentials,Common,1,images/Customization/Kate/GS_Legs01_CV06.png
GS_Legs02,10,,Kate_outfit_001,Cowgirl Jeans,,Survivor,Legs,All Country,Rare,1,images/Customization/Kate/GS_Legs02.png
GS_Legs020,10,,GS_outfit_020,Linedancin’ Jeans,A surprisingly effective combination of mobility and protection.,Survivor,Legs,Pop Superstar Collection,Very Rare,1,images/Customization/Kate/GS_Legs020.png
GS_Legs021,10,,GS_outfit_021,Patchwork Britches,"There was plenty of extra quilt fabric lying around, so she turned some old jeans into scarecrow attire.",Survivor,Legs,Tricks And Treats,Special Event,0,images/Customization/Kate/GS_Legs021.png
GS_Legs022,10,,GS_outfit_022,Ethereal Skirt,"As she paced around the stage, the skirt followed her like the tail of a comet.",Survivor,Legs,Deck The Trials,Very Rare,0,images/Customization/Kate/GS_Legs022.png
GS_Legs02_01,10,,Kate_outfit_002,Line Dance Jeans,,Survivor,Legs,All Country,Rare,1,images/Customization/Kate/GS_Legs02_01.png
GS_Legs02_02,10,,GS_outfit_02_02,Cowgirl Jeans (Light blue),Stretchy jeans and genuine distressed leather boots with overlay design.,Survivor,Legs,All Country,Rare,1,images/Customization/Kate/GS_Legs02_02.png
GS_Legs02_03,10,,GS_outfit_02_03,Everything Jeans,"Better than everyday jeans, these things go with everything.",Survivor,Legs,St. Patrick’S 2022,Rare,0,images/Customization/Kate/GS_Legs02_03.png
GS_Torso006,10,,Kate_outfit_010,Old Glory Knotted T-Shirt,,Survivor,Torso,Summer Music Fest,Very Rare,1,images/Customization/Kate/GS_Torso006.png
GS_Torso007,10,,Kate_outfit_011,Sub-Zero Performance Jacket,,Survivor,Torso,Alpine Frost,Very Rare,1,images/Customization/Kate/GS_Torso007.png
GS_Torso008,10,,,Mustang Sally,Wild horses and music. The untamed and the untamable.,Survivor,Torso,Ugly Sweaters,Rare,0,images/Customization/Kate/GS_Torso008.png
GS_Torso009,10,,Kate_outfit_009_01,Ray of Light,"The top might be dazzling, but your voice will outshine it.",Survivor,Torso,Gold & Silk,Very Rare,1,images/Customization/Kate/GS_Torso009.png
GS_Torso010,10,,GS_outfit_010,Sunset Hopefuls Tee & Jacket,It’s a great big world and Kate’s going to drive it in style.,Survivor,Torso,The Rebel Star,Very Rare,1,images/Customization/Kate/GS_Torso010.png
GS_Torso011,10,,GS_outfit_011,Off-the-Shoulder Top,She adjusted her dark cropped top. The girls from the band positioned themselves on stage and struck a pose.,Survivor,Torso,Grim Matsuri,Very Rare,1,images/Customization/Kate/GS_Torso011.png
GS_Torso012,10,,GS_outfit_012,Comfortable Chords,A warm V-neck sweater complimented with a charming bauble on a chain. A backpack carries Kate's notebook at the ready for any chords and lyrics that pass through her mind.,Survivor,Torso,Escalation,Very Rare,1,images/Customization/Kate/GS_Torso012.png
GS_Torso013,10,,GS_outfit_013,Flower Girl,"The bodice of a Bavarian-inspired dirndl, adorned with flowers.",Survivor,Torso,Oktoberfest,Very Rare,1,images/Customization/Kate/GS_Torso013.png
GS_Torso014,10,,GS_outfit_014,Stage Shaker,A jacket and top that puts the rock in rockabilly.,Survivor,Torso,Rockabilly,Very Rare,1,images/Customization/Kate/GS_Torso014.png
GS_Torso015,10,,GS_outfit_015,Summer Crossover,A cross wrap halter top that dominates the beach.,Survivor,Torso,Waterfront Massacre,Very Rare,1,images/Customization/Kate/GS_Torso015.png
GS_Torso016,10,,GS_outfit_016,Robe of Harmony,"Inspired to create new songs, she headed to the park and wrote lyrics by the cascading fountain.",Survivor,Torso,Greek Legends,Very Rare,1,images/Customization/Kate/GS_Torso016.png
GS_Torso017,10,,GS_outfit_017,Light Jacket & Rose Purse,"Light jacket thrown over her red, heart-patterned dress. Matched with a leather purse accessorized with red roses.",Survivor,Torso,Vain Valentine,Very Rare,1,images/Customization/Kate/GS_Torso017.png
GS_Torso017_01,10,,GS_outfit_017_01,Forest Jacket,A refined jacket with subtle shoulder pads.,Survivor,Torso,St. Patrick'S 2023 Collection,Very Rare,0,images/Customization/Kate/GS_Torso017_01.png
GS_Torso018,10,,GS_outfit_018,Cropped Band Tee,"A t-shirt decorated with the logo of her favorite band, The Ungrateful Sons.",Survivor,Torso,Summer Vacation Collection,Very Rare,1,images/Customization/Kate/GS_Torso018.png
GS_Torso019,10,,GS_outfit_019,Tattered Dress,"She was raised to believe she was a mistake, and often wished she had never been born.",Survivor,Torso,Attack On Titan Collection,Very Rare,1,images/Customization/Kate/GS_Torso019.png
GS_Torso01_01,10,,,Midday Slip Dress,"A light, sleek bandana top with pattern print.",Survivor,Torso,,Common,0,images/Customization/Guam/GS_Torso01_01.png
GS_Torso01_02,10,,Kate_outfit_003,Beer-Soaked Slip Dress,,Survivor,Torso,Sultry Songstress,Uncommon,1,images/Customization/Kate/GS_Torso01_02.png
GS_Torso01_03,10,,Kate_outfit_004,Headliner Slip Dress,,Survivor,Torso,Sultry Songstress,Uncommon,1,images/Customization/Kate/GS_Torso01_03.png
GS_Torso01_04,10,,,Camo Slip Dress,,Survivor,Torso,Sultry Songstress,Uncommon,1,images/Customization/Kate/GS_Torso01_04.png
GS_Torso01_05,10,,,Twitchy Kate,Twitchy Kate is twitching.,Survivor,Torso,,Uncommon,0,images/Customization/Kate/GS_Torso01_05.png
GS_Torso01_06,10,,GS_outfit_01_06,Cosmic Singer,A divine outfit for performing below the moonlit night.,Survivor,Torso,Under The Night Sky,Uncommon,1,images/Customization/Kate/GS_Torso01_06.png
GS_Torso01_CV01,10,,Kate_outfit_005,Patterned Slip Dress (Blue),,Survivor,Torso,Kate Essentials,Common,1,images/Customization/Kate/GS_Torso01_CV01.png
GS_Torso01_CV02,10,,Kate_outfit_006,Patterned Slip Dress (Orange),,Survivor,Torso,Kate Essentials,Common,1,images/Customization/Kate/GS_Torso01_CV02.png
GS_Torso01_CV04,10,,Kate_outfit_007,Patterned Slip Dress (Red),,Survivor,Torso,Kate Essentials,Common,1,images/Customization/Kate/GS_Torso01_CV04.png
GS_Torso01_CV05,10,,Kate_outfit_008,Patterned Slip Dress (Purple),,Survivor,Torso,Kate Essentials,Common,1,images/Customization/Kate/GS_Torso01_CV05.png
GS_Torso01_CV06,10,,Kate_outfit_009,Patterned Slip Dress (Dark Yellow),,Survivor,Torso,Kate Essentials,Common,1,images/Customization/Kate/GS_Torso01_CV06.png
GS_Torso02,10,,Kate_outfit_001,Cowgirl Button-up Shirt,,Survivor,Torso,All Country,Rare,1,images/Customization/Kate/GS_Torso02.png
GS_Torso020,10,,GS_outfit_020,Sequined Top,A dazzling top that catches the eye and never lets it go.,Survivor,Torso,Pop Superstar Collection,Very Rare,1,images/Customization/Kate/GS_Torso020.png
GS_Torso021,10,,GS_outfit_021,Straw-Fringed Top,"It got a little itchy, but it was worth it for the prank.",Survivor,Torso,Tricks And Treats,Special Event,0,images/Customization/Kate/GS_Torso021.png
GS_Torso022,10,,GS_outfit_022,Sequined Bodice,"It sparked and shone gloriously, allowing her to outshine the small stage she performed on.",Survivor,Torso,Deck The Trials,Very Rare,0,images/Customization/Kate/GS_Torso022.png
GS_Torso02_01,10,,Kate_outfit_002,Moonshine Button-up Shirt,,Survivor,Torso,All Country,Rare,1,images/Customization/Kate/GS_Torso02_01.png
GS_Torso02_02,10,,GS_outfit_02_02,Cowgirl Button-Up Shirt (Red / White),"A casual, collared button-up with rolled up sleeves. Comfortable and convenient.",Survivor,Torso,All Country,Rare,1,images/Customization/Kate/GS_Torso02_02.png
GS_Torso02_03,10,,GS_outfit_02_03,Irish Checkers,A shirt that celebrates the Irish spirit in everyone.,Survivor,Torso,St. Patrick’S 2022,Rare,0,images/Customization/Kate/GS_Torso02_03.png
HB_Hammer01_Addon01,,268435458,,Dull Hammer,Edged striking surface delivers an awful and violent killing blow,Killer,Weapon,,Common,0,images/Customization/HB_Hammer01_Addon01.png
HB_Torso01_Halloween,,268435458,,All Hallows' Eyes,Something wicked pierces the shadows of this frightful night.,Killer,Head,,Uncommon,0,images/Customization/HB_Torso01_Halloween.png
HB_Torso02,,268435458,,The Scarecrow,When you have nothing else but the family's scarecrow's clothes to put on.,Killer,Head,,Uncommon,0,images/Customization/HB_Torso02.png
HB_Torso03,,268435458,,Rancher's Vest & Hat,"From the Thompson's wardrobe, one of his father's preferred looks when going out to the city.",Killer,Head,,Uncommon,0,images/Customization/HB_Torso03.png
HK_Body006_01,,268435468,Spirit_outfit_006_01,Seifuku (Navy),"Dating from her high school days, this uniform is accessorized with a shoestring necktie and a pair of loose, glass-filled socks.",Killer,Body,Hit The Books,Rare,1,images/Customization/Spirit/HK_Body006_01.png
HK_Body006_02,,268435468,Spirit_outfit_006_02,Seifuku (Plaid),"Dating from her high school days, this uniform is accessorized with a shoestring necktie and a pair of loose, glass-filled socks.",Killer,Body,Hit The Books,Rare,1,images/Customization/Spirit/HK_Body006_02.png
HK_Body006_03,,268435468,Spirit_outfit_006_03,Seifuku (Striped),"Dating from her high school days, this uniform is accessorized with a shoestring necktie and a pair of loose, glass-filled socks.",Killer,Body,Hit The Books,Rare,1,images/Customization/Spirit/HK_Body006_03.png
HK_Body006_04,,268435468,,Seifuku (Red),"Dating from her high school days, this uniform is accessorized with a shoestring necktie and a pair of loose, glass-filled socks.",Killer,Body,,Very Rare,0,images/Customization/Spirit/HK_Body006_04.png
HK_Body007,,268435468,Spirit_outfit_007_01,Pierced Silk Kimono,"The silk is interwoven with gold threads, creating a scintillation that can still be seen, even through the bloodstains.",Killer,Body,Cursed Kimono,Very Rare,1,images/Customization/Spirit/HK_Body007.png
HK_Body008,,268435468,HK_outfit_008,Swollen Lumps,Her flesh flared up with pustules and power.,Killer,Body,Hallowed Catalyst,Special Event,1,images/Customization/Spirit/HK_Body008.png
HK_Body009,,268435468,HK_outfit_009,Kendogu,"Training armor passed down for generations, it’s said to have been worn by a samurai during his younger years before the carnage began.",Killer,Body,Damned Bloodlines,Very Rare,1,images/Customization/Spirit/HK_Body009.png
HK_Body010,,268435468,HK_outfit_010,Legacy Armor,She inherited the armor of a bloodthirsty ancestor who slayed farmers and laid to waste thousands of acres of farmlands.,Killer,Body,Yamaoka Curse,Very Rare,1,images/Customization/Spirit/HK_Body010.png
HK_Body010_01,,268435468,HK_outfit_010_01,Glorious Armor,Its dazzling appearance contrasted with the darkness in her heart.,Killer,Body,Midsummer Mayhem Collection,Rare,0,images/Customization/Spirit/HK_Body010_01.png
HK_Body011,,268435468,HK_outfit_011,Schism of Darkness,"Armor carves its way through the soft flesh that remains, as bone-like fragments protrude in unnatural patterns.",Killer,Body,Greek Legends,Very Rare,1,images/Customization/Spirit/HK_Body011.png
HK_Body012,,268435468,HK_outfit_012,Oceanic Robe,"A soaked, tattered gown wrapped in algae and dripping with murky seawater.",Killer,Body,Sea-Washed Creatures,Very Rare,1,images/Customization/Spirit/HK_Body012.png
HK_Body013,,268435468,HK_outfit_013,Hibernal Sarashi,Everlasting frost penetrated her skin and tore apart her exposed flesh.,Killer,Body,Everlasting Frost,Very Rare,1,images/Customization/Spirit/HK_Body013.png
HK_Body014,,268435468,HK_outfit_014,Red Spider Lily Kimono,A torn kimono embroidered with red spider lilies.,Killer,Body,Hanami,Very Rare,1,images/Customization/Spirit/HK_Body014.png
HK_Body016,,268435468,HK_outfit_016,Architectural Form,It was capable of making durable and dangerous objects at will.,Killer,Body,Attack On Titan Collection,Ultra Rare,1,images/Customization/Spirit/HK_Body016.png
HK_Body017,,268435468,HK_outfit_017,Sandy Cover Up,"After a night of killing, she liked to walk on the beach before the sun rose.",Killer,Body,Hooked On You Collection,Very Rare,1,images/Customization/Spirit/HK_Body017.png
HK_Body01_01,,268435468,Spirit_outfit_002,Pure Evil,Awake anew in Realms beyond belief.,Killer,Body,Surging Rage,Uncommon,1,images/Customization/Spirit/HK_Body01_01.png
HK_Body01_02,,268435468,Spirit_outfit_003,Kagemasa,An eye for an eye.,Killer,Body,Surging Rage,Uncommon,1,images/Customization/Spirit/HK_Body01_02.png
HK_Body01_03,,268435468,Spirit_outfit_004,Soaked Sarashi,"Drenched and left out in the cold, your seething hate keeps you going.",Killer,Body,Surging Rage,Uncommon,1,images/Customization/Spirit/HK_Body01_03.png
HK_Body01_05,,268435468,HK_outfit_01_05,Blossom Onslaught,"A soft, spring-like appearance that deceives Survivors into dropping their guard.",Killer,Body,Spring Harvest,Rare,1,images/Customization/Spirit/HK_Body01_05.png
HK_Body01_CV01,,268435468,Spirit_outfit_005,Shredded Sarashi (Bloody),A bloody bandage is all that is left of what she wore on that tragic night.,Killer,Body,Spirit Aberrations,Common,1,images/Customization/Spirit/HK_Body01_CV01.png
HK_Body01_CV02,,268435468,Spirit_outfit_006,Shredded Sarashi (Rotten),A rotten bandage is all that is left of what she wore on that tragic night.,Killer,Body,Spirit Aberrations,Common,1,images/Customization/Spirit/HK_Body01_CV02.png
HK_Body01_CV03,,268435468,Spirit_outfit_007,Shredded Sarashi (Ashy),An ashy bandage is all that is left of what she wore on that tragic night.,Killer,Body,Spirit Aberrations,Common,1,images/Customization/Spirit/HK_Body01_CV03.png
HK_Body01_CV04,,268435468,Spirit_outfit_008,Shredded Sarashi (Muddy),A muddy bandage is all that is left of what she wore on that tragic night.,Killer,Body,Spirit Aberrations,Common,1,images/Customization/Spirit/HK_Body01_CV04.png
HK_Body01_CV05,,268435468,Spirit_outfit_009,Shredded Sarashi (Ice-Cold),An ice-cold bandage is all that is left of what she wore on that tragic night.,Killer,Body,Spirit Aberrations,Common,1,images/Customization/Spirit/HK_Body01_CV05.png
HK_Body02,,268435468,Spirit_outfit_001,Ragged Burial Kimono,,Killer,Body,Onryō,Very Rare,1,images/Customization/Spirit/HK_Body02.png
HK_Head006_01,,268435468,Spirit_outfit_006_01,Soiled Headband,"A short, messy bob decorated with a patterned headband.",Killer,Head,Hit The Books,Rare,1,images/Customization/Spirit/HK_Head006_01.png
HK_Head006_02,,268435468,Spirit_outfit_006_02,Woolen Headband,"A short, messy bob decorated with a patterned headband.",Killer,Head,Hit The Books,Rare,1,images/Customization/Spirit/HK_Head006_02.png
HK_Head006_03,,268435468,Spirit_outfit_006_03,Chic Headband,"A short, messy bob decorated with a patterned headband.",Killer,Head,Hit The Books,Rare,1,images/Customization/Spirit/HK_Head006_03.png
HK_Head007,,268435468,Spirit_outfit_007_01,Loose Shimada,"An elaborate hairstyle that is held together with pins, combs and supernatural energies.",Killer,Head,Cursed Kimono,Very Rare,1,images/Customization/Spirit/HK_Head007.png
HK_Head008,,268435468,HK_outfit_008,Fused Demon,"An eerie face erupted from her flesh, revealing her birthright.",Killer,Head,Hallowed Catalyst,Special Event,1,images/Customization/Spirit/HK_Head008.png
HK_Head009,,268435468,HK_outfit_009,Wrathful,"Fury rushed through her blood as she attacked. Her jet-black hair flowed wildly, the ribbon failing to keep it contained.",Killer,Head,Damned Bloodlines,Very Rare,1,images/Customization/Spirit/HK_Head009.png
HK_Head010,,268435468,HK_outfit_010,Teeth of Wrath,"When she closed her eyes, she saw blood. She heard screams. And she was the one causing it. A pale spirit filled with the rage of her ancestors. And the pain.",Killer,Head,Yamaoka Curse,Very Rare,1,images/Customization/Spirit/HK_Head010.png
HK_Head010_01,,268435468,HK_outfit_010_01,Golden Jaw,The mask did little to obscure the fury that hid beneath the surface.,Killer,Head,Midsummer Mayhem Collection,Rare,0,images/Customization/Spirit/HK_Head010_01.png
HK_Head011,,268435468,HK_outfit_011,Deathly Pallor,"A cadaverous, ancient face, judging the world from the gloom of two empty eyes.",Killer,Head,Greek Legends,Very Rare,1,images/Customization/Spirit/HK_Head011.png
HK_Head012,,268435468,HK_outfit_012,Daunting Gills,"Oily, inky hair fused with algae.",Killer,Head,Sea-Washed Creatures,Very Rare,1,images/Customization/Spirit/HK_Head012.png
HK_Head013,,268435468,HK_outfit_013,Wintry Wrath,"As she drifted through glacial winds, the everlasting frost whitened and froze her disheveled hair.",Killer,Head,Everlasting Frost,Very Rare,1,images/Customization/Spirit/HK_Head013.png
HK_Head014,,268435468,HK_outfit_014,Flowery Hair,A tangle of long black hair adorned with blood red flowers.,Killer,Head,Hanami,Very Rare,1,images/Customization/Spirit/HK_Head014.png
